@relation trainingdata

@attribute Word numeric
@attribute Len numeric
@attribute 2let {ча,во,че,нь,бо,до,но,ок,ек,дь,ат,ут,ин,ца,ур,аз,ка,са,ра,ия,ен,ор,ит,ац,нт,ив,зм,ст,ие,аж,рт,ий,ос,ис,ют,ть,ер,кт,рд,сс,уг,их,ль,ал,жа,нс,на,ик,рс,за,од,та,ла,оз,ан,як,ус,ез,аф,ом,ир,из,ав,уб,ол,рк,от,ет,ег,оп,да,ип,он,ва,ма,ша,ог,тр,ум,ул,ид,пт,ех,ес,яр,па,ям,ил,рг,нг,вт,ук,кр,ар,ын,тм,ах,нж,юр,ьд,ов,фа,ба,ак,ас,уф,ел,кс,об,аг,вр,им,ьм,фм,ло,оф,юс,аш,мб,иф,ош,рь,аб,ап,уз,лл,ще,иг,ык,ьт,юк,фт,ев,ща,бр,ля,ся,уд,ян,ам,га,иш,йн,ед,нк,ня,еж,еф,ич,ск,нд,йт,нн,ха,ыл,чь,рц,мс,кл,пс,го,жь,йс,иц,юз,яд,то,эр,шь,дж,тт,нх,еп,ем,ун,рш,ря,зь,сь,ьс,мп,це,яг,ад,иб,ох,юд,вь,хт,рп,фь,рн,щь,зг,ыв,зд,ыш,юб,ух,ув,яж,уч,еб,ец,рм,уп,пь,яз,лс,юн,ьф,йм,др,мм,рф,мн,вк,рх,яп,фр,пп,яш,ач,ят,ож,йв,ыз,йф,лк,уш,эт,нр,зл,зо,юх,гс,лп,мь,ьц,пф,йд,бь,ым,еш,юш,нч,юв,рж,юм,шт,нц,тч,ьн,хо,яс,же,эс,ях,см,яц,ро,ыс,ыт,лм,ып,гр,рв,вх,гм,эп,оч,мо,сг,ых,рл,бс,кк,ыг,мт,иж,ьк,нш,лт,йх,сл,рб,кх,ьп,йр,яб,гд,рч,зн,нм,ищ,ьб,ыр,йп,рз,мф,вн,йц,гт,дт,лд,юп,нз,йк,ыб,ял,йл,ёв,ея,эн,пр,лз,ыч,ая,дл,эк,ай,цк,яя,еч,уя,ти,ки,зи,си,ко,ни,лг,ье,цо,ли,ку,ьо,зе,ьи,ью,ру,ри,би,тс,фи,ду,те,оа,ао,по,еу,уи,хс,йз,дс,ке,ши,тл,ми,ья,не,иа,жи}
@attribute Gender {ж,с,мо,м,жо,мо-жо,со}
@attribute Class {4а,1с,8а,1а,3*а,3а,2а,5а,7а}

@data
10208,14,ль,м,2а
10209,10,ль,мо,2а
10210,10,ие,с,7а
10211,5,ус,м,1а
10212,10,ль,мо,2а
10213,14,ца,жо,5а
10214,8,ик,мо,3а
10215,9,ца,жо,5а
10216,10,ть,ж,8а
10217,15,ть,ж,8а
10218,9,во,с,1а
10219,12,ед,мо,1а
10220,16,ие,с,7а
10221,15,ие,с,7а
10222,9,ие,с,7а
10223,5,ам,м,1а
10224,8,зм,м,1а
10225,8,ст,мо,1а
10226,8,ка,жо,3*а
10227,8,ст,мо,1а
10228,11,ка,ж,3а
10229,7,ка,жо,3*а
10230,7,ка,ж,3*а
10231,9,ие,с,7а
10232,8,на,ж,1а
10233,10,ль,м,2а
10234,12,ть,ж,8а
10235,11,ие,с,7а
10236,10,ик,мо,3а
10237,11,ца,жо,5а
10238,8,дь,ж,8а
10239,5,од,м,1а
10240,9,ца,ж,5а
10241,7,ин,мо,1а
10242,8,ом,м,1а
10243,10,ие,с,7а
10244,12,ть,ж,8а
10245,11,ль,мо,2а
10246,15,ца,жо,5а
10247,16,ть,ж,8а
10248,10,ик,мо,3а
10249,15,во,с,1а
10250,13,ие,с,7а
10251,14,во,с,1а
10252,9,ик,мо,3а
10253,10,на,ж,1а
10254,10,ца,жо,5а
10255,13,ть,ж,8а
10256,11,ль,мо,2а
10257,11,ие,с,7а
10258,9,ик,мо,3а
10259,10,ца,жо,5а
10260,11,ть,ж,8а
10261,11,ие,с,7а
10262,10,ие,с,7а
10263,9,ие,с,7а
10264,10,ль,мо,2а
10265,9,ие,с,7а
10266,12,ие,с,7а
10267,13,ль,мо,2а
10268,17,ца,жо,5а
10269,5,оп,м,1а
10270,11,ие,с,7а
10271,14,ть,ж,8а
10272,7,ик,мо,3а
10273,8,ка,ж,3а
10274,9,ка,жо,3*а
10275,12,ть,ж,8а
10276,7,ия,ж,7а
10277,9,ие,с,7а
10278,6,на,ж,1а
10279,10,ть,ж,8а
10280,6,ца,жо,5а
10281,6,ат,м,1а
10282,9,ть,ж,8а
10283,5,од,м,1а
10284,5,ок,м,3а
10285,12,ие,с,7а
10286,13,ль,мо,2а
10287,6,ма,ж,1а
10288,9,ца,жо,5а
10289,10,ие,с,7а
10290,8,зм,м,1а
10291,9,ка,ж,3*а
10292,7,ик,мо,3а
10293,11,аф,мо,1а
10294,13,ия,ж,7а
10295,12,ть,ж,8а
10296,7,ия,ж,7а
10297,8,ик,м,3а
10298,16,ие,с,7а
10299,9,ие,с,7а
10300,12,ть,ж,8а
10301,11,ль,мо,2а
10302,11,ль,м,2а
10303,11,ие,с,7а
10304,12,ие,с,7а
10305,7,ан,мо,1а
10306,6,ак,м,3а
10307,9,ие,с,7а
10308,10,ль,мо,2а
10309,14,ца,жо,5а
10310,14,во,с,1а
10311,6,ик,мо,3а
10312,5,од,м,1а
10313,11,ть,ж,8а
10314,9,ие,с,7а
10315,9,ие,с,7а
10316,11,ть,ж,8а
10317,10,ль,мо,2а
10318,7,ие,с,7а
10319,12,ие,с,7а
10320,13,ть,ж,8а
10321,10,ие,с,7а
10322,6,ик,мо,3а
10323,10,зм,м,1а
10324,13,ия,ж,7а
10325,8,ен,мо,1а
10326,10,ка,жо,3*а
10327,8,ив,м,1а
10328,8,ия,ж,7а
10329,4,ог,м,3а
10330,8,ий,м,7а
10331,6,ий,м,7а
10332,4,да,мо-жо,1а
10333,7,зм,м,1а
10334,7,ка,жо,3*а
10335,9,во,с,1а
10336,7,ка,мо-жо,3*а
10337,8,он,мо,1а
10338,11,ия,ж,7а
10339,6,оз,м,1а
10340,9,вр,мо,1а
10341,6,ол,м,1а
10342,8,ог,мо,3а
10343,10,ия,ж,7а
10344,8,аг,мо,3а
10345,10,на,ж,1а
10346,4,иг,м,3а
10347,6,ия,ж,7а
10348,5,ас,м,1а
10349,7,ик,мо,3а
10350,9,ка,жо,3*а
10351,6,ия,ж,7а
10352,6,ка,жо,3*а
10353,4,ль,м,2а
10354,4,нь,м,2а
10355,3,ог,мо,3а
10356,4,га,ж,3а
10357,6,рт,м,1а
10358,3,од,м,1а
10359,8,рм,м,1а
10360,7,ир,мо,1а
10361,3,от,м,1а
10362,4,та,ж,1а
10363,7,ия,ж,7а
10364,11,ие,с,7а
10365,5,ба,ж,1а
10366,11,ка,ж,3а
10367,10,ий,мо,7а
10368,8,на,ж,1а
10369,8,ик,мо,3а
10370,10,ка,жо,3*а
10371,10,ка,ж,3*а
10372,8,ик,мо,3а
10373,9,ца,жо,5а
10374,6,ль,м,2а
10375,9,ов,м,1а
10376,9,ик,мо,3а
10377,8,ан,м,1а
10378,5,ил,мо,1а
10379,6,на,ж,1а
10380,7,ет,м,1а
10381,12,ть,ж,8а
10382,7,ка,жо,3*а
10383,11,ма,ж,1а
10384,7,аж,м,4а
10385,10,ик,мо,3а
10386,10,ик,м,3а
10387,7,он,м,1а
10388,9,ет,м,1а
10389,5,ул,м,1а
10390,7,ер,мо,1а
10391,11,рд,мо,1а
10392,10,ст,мо,1а
10393,9,ия,ж,7а
10394,8,ер,м,1а
10395,10,да,ж,1а
10396,8,на,ж,1а
10397,7,за,ж,1а
10398,9,ик,мо,3а
10399,10,ца,жо,5а
10400,11,ть,ж,8а
10401,7,на,ж,1а
10402,10,ер,м,1а
10403,12,ия,ж,7а
10404,9,ия,ж,7а
10405,8,ка,жо,3*а
10406,10,ед,мо,1а
10407,14,ие,с,7а
10408,6,ка,ж,3а
10409,7,ка,ж,3*а
10410,5,ал,м,1а
10411,5,ан,мо,1а
10412,7,ат,м,1а
10413,5,ат,м,1а
10414,7,яр,мо,1а
10415,9,ин,м,1а
10416,6,нс,м,1а
10417,7,тр,м,1а
10418,8,ия,ж,7а
10419,5,ет,мо,1а
10420,6,ло,с,1а
10421,10,ца,ж,5а
10422,5,ка,ж,3*а
10423,6,ий,м,7а
10424,7,ка,ж,3*а
10425,8,ик,мо,3а
10426,4,др,м,1а
10427,7,ль,ж,8а
10428,10,ка,ж,3*а
10429,9,ка,ж,3*а
10430,7,ка,ж,3*а
10431,4,дь,ж,8а
10432,6,ка,ж,3*а
10433,8,ка,ж,3*а
10434,8,ие,с,7а
10435,7,ин,м,1а
10436,7,ка,жо,3*а
10437,7,ма,ж,1а
10438,8,ер,мо,1а
10439,9,на,ж,1а
10440,10,во,с,1а
10441,8,на,мо-жо,1а
10442,7,ка,жо,3*а
10443,6,ин,м,1а
10444,10,ен,м,1а
10445,7,ат,м,1а
10446,7,ка,ж,3*а
10447,8,ик,м,3а
10448,9,на,ж,1а
10449,7,ир,м,1а
10450,7,ет,м,1а
10451,12,во,с,1а
10452,10,ша,жо,4а
10453,9,ад,мо,1а
10454,13,во,с,1а
10455,14,ще,с,4а
10456,14,ль,мо,2а
10457,5,нь,ж,8а
10458,12,ть,ж,8а
10459,6,ар,мо,1а
10460,7,ст,мо,1а
10461,10,ка,ж,3а
10462,9,ка,жо,3*а
10463,5,ус,м,1а
10464,4,ин,мо,1а
10465,6,ит,м,1а
10466,6,ер,мо,1а
10467,9,ще,с,4а
10468,6,ан,мо,1а
10469,5,ра,жо,1а
10470,9,ла,ж,1а
10471,10,ия,ж,7а
10472,9,ия,ж,7а
10473,6,ус,м,1а
10474,3,ал,м,1а
10475,5,ам,м,1а
10476,8,ур,м,1а
10477,11,ст,мо,1а
10478,11,ик,мо,3а
10479,7,ин,м,1а
10480,7,ит,м,1а
10481,9,ка,ж,3*а
10482,7,др,м,1а
10483,12,ик,мо,3а
10484,7,ик,м,3а
10485,8,ик,мо,3а
10486,6,ан,м,1а
10487,7,ка,ж,3*а
10488,8,ик,мо,3а
10489,11,оп,м,1а
10490,10,он,м,1а
10491,7,ие,с,7а
10492,6,бр,м,1а
10493,10,ка,ж,3*а
10494,11,ик,мо,3а
10495,12,ца,жо,5а
10496,10,ер,м,1а
10497,11,тр,м,1а
10498,6,га,ж,3а
10499,6,га,ж,3а
10500,5,ий,м,7а
10501,9,ик,мо,3а
10502,10,ца,жо,5а
10503,5,ин,м,1а
10504,6,на,ж,1а
10505,7,ка,ж,3*а
10506,8,ик,м,3а
10507,9,ка,ж,3*а
10508,7,ка,ж,3*а
10509,10,ий,м,7а
10510,6,ан,мо,1а
10511,7,ит,м,1а
10512,7,за,ж,1а
10513,9,аф,мо,1а
10514,11,ия,ж,7а
10515,6,ус,м,1а
10516,6,ык,мо,3а
10517,8,ка,жо,3*а
10518,6,ед,мо,1а
10519,8,ль,ж,8а
10520,6,нг,мо,3а
10521,11,ор,м,1а
10522,11,ия,ж,7а
10523,12,ть,ж,8а
10524,10,тр,м,1а
10525,12,ия,ж,7а
10526,9,ер,м,1а
10527,7,ия,ж,7а
10528,6,га,жо,3а
10529,5,ым,м,1а
10530,8,ик,мо,3а
10531,9,ос,м,1а
10532,8,ль,м,2а
10533,10,зм,м,1а
10534,10,ст,мо,1а
10535,12,ка,жо,3*а
10536,8,ра,ж,1а
10537,6,ка,ж,3*а
10538,11,ка,ж,3*а
10539,10,аф,мо,1а
10540,12,ия,ж,7а
10541,11,ор,мо,1а
10542,11,ия,ж,7а
10543,7,ар,мо,1а
10544,8,кс,м,1а
10545,12,ия,ж,7а
10546,7,ий,м,7а
10547,8,на,ж,1а
10548,11,ия,ж,7а
10549,7,ит,м,1а
10550,11,ол,м,1а
10551,6,ян,м,1а
10552,6,ий,м,7а
10553,7,ст,мо,1а
10554,11,ка,жо,3*а
10555,6,уз,м,1а
10556,13,ие,с,7а
10557,6,дь,ж,8а
10558,7,ия,ж,7а
10559,12,ть,ж,8а
10560,7,ка,ж,3*а
10561,9,ес,мо,1а
10562,8,ик,мо,3а
10563,6,ра,ж,1а
10564,13,ка,ж,3а
10565,8,ер,мо,1а
10566,10,ша,жо,4а
10567,10,ер,мо,1а
10568,10,ка,жо,3*а
10569,7,он,м,1а
10570,8,он,м,1а
10571,7,ек,м,3*а
10572,6,ол,м,1а
10573,9,ка,ж,3*а
10574,5,ин,м,1а
10575,8,ие,с,7а
10576,6,от,м,1а
10577,13,ка,ж,3*а
10578,10,ка,ж,3*а
10579,8,ет,м,1а
10580,8,ад,м,1а
10581,8,ез,мо,1а
10582,12,ие,с,7а
10583,8,ес,мо,1а
10584,6,ра,ж,1а
10585,7,ка,ж,3*а
10586,12,на,ж,1а
10587,8,ия,ж,7а
10588,6,еш,м,4а
10589,6,ад,мо,1а
10590,8,ет,м,1а
10591,8,яж,м,4а
10592,7,ек,м,3*а
10593,8,ал,мо,1а
10594,10,ка,жо,3*а
10595,8,ка,ж,3*а
10596,9,ик,мо,3а
10597,9,ка,жо,3*а
10598,13,ка,ж,3*а
10599,9,ка,ж,3*а
10600,7,ит,м,1а
10601,8,ик,м,3а
10602,8,ик,мо,3а
10603,9,ца,жо,5а
10604,6,ва,ж,1а
10605,7,ка,ж,3*а
10606,14,ль,м,2а
10607,7,ка,жо,3*а
10608,5,ал,м,1а
10609,11,ор,мо,1а
10610,11,ия,ж,7а
10611,10,во,с,1а
10612,10,ка,жо,3*а
10613,11,ик,м,3а
10614,9,ка,жо,3*а
10615,5,ат,м,1а
10616,8,ик,м,3а
10617,8,ик,мо,3а
10618,9,ца,жо,5а
10619,6,ус,м,1а
10620,10,ик,мо,3а
10621,9,бр,м,1а
10622,10,ер,м,1а
10623,8,ат,мо,1а
10624,10,ка,жо,3*а
10625,11,ра,ж,1а
10626,7,ль,м,2а
10627,6,ым,м,1а
10628,8,ра,ж,1а
10629,8,ль,ж,8а
10630,11,ик,мо,3а
10631,12,ца,жо,5а
10632,7,ас,м,1а
10633,8,ль,ж,8а
10634,6,ан,м,1а
10635,8,ид,м,1а
10636,5,на,жо,1а
10637,9,ра,ж,1а
10638,8,ал,мо,1а
10639,11,зм,м,1а
10640,13,во,с,1а
10641,5,он,м,1а
10642,8,да,ж,1а
10643,9,ка,ж,3*а
10644,11,ия,ж,7а
10645,7,ик,мо,3а
10646,7,ир,мо,1а
10647,12,ть,ж,8а
10648,8,ик,м,3а
10649,8,ик,мо,3а
10650,4,нт,м,1а
10651,9,па,ж,1а
10652,9,да,жо,1а
10653,7,та,ж,1а
10654,9,ст,мо,1а
10655,11,во,с,1а
10656,6,ик,м,3а
10657,9,на,ж,1а
10658,8,ка,ж,3*а
10659,6,он,м,1а
10660,9,ст,мо,1а
10661,6,ор,мо,1а
10662,5,ун,м,1а
10663,9,нг,м,3а
10664,11,зм,м,1а
10665,11,ст,мо,1а
10666,13,ка,жо,3*а
10667,10,ия,ж,7а
10668,12,на,ж,1а
10669,6,ер,м,1а
10670,7,ер,мо,1а
10671,11,во,с,1а
10672,7,на,ж,1а
10673,10,та,ж,1а
10674,6,он,м,1а
10675,6,ин,м,1а
10676,12,ия,ж,7а
10677,8,ит,м,1а
10678,3,ап,м,1а
10679,7,ла,ж,1а
10680,8,ан,мо,1а
10681,6,ль,ж,8а
10682,11,ер,мо,1а
10683,8,ка,ж,3*а
10684,13,ер,мо,1а
10685,9,ик,м,3а
10686,10,ца,ж,5а
10687,7,юш,м,4а
10688,5,ер,м,1а
10689,5,ер,мо,1а
10690,6,рс,м,1а
10691,9,во,с,1а
10692,8,яр,м,1а
10693,13,ть,ж,8а
10694,15,ия,ж,7а
10695,15,ия,ж,7а
10696,13,ия,ж,7а
10697,10,зм,м,1а
10698,10,ст,мо,1а
10699,12,ка,жо,3*а
10700,16,ие,с,7а
10701,8,ль,м,2а
10702,13,ть,ж,8а
10703,7,ан,мо,1а
10704,8,ль,ж,8а
10705,7,ул,м,1а
10706,10,нт,мо,1а
10707,14,во,с,1а
10708,11,ий,м,7а
10709,11,ия,ж,7а
10710,6,ще,с,4а
10711,6,ан,м,1а
10712,15,ль,м,2а
10713,7,ца,ж,5а
10714,7,ир,м,1а
10715,5,ор,м,1а
10716,5,от,м,1а
10717,7,аж,м,4а
10718,13,ие,с,7а
10719,6,ал,мо,1а
10720,11,во,с,1а
10721,6,из,м,1а
10722,9,ик,мо,3а
10723,10,ца,жо,5а
10724,11,ть,ж,8а
10725,6,ис,м,1а
10726,9,ль,ж,8а
10727,6,он,м,1а
10728,7,ла,ж,1а
10729,7,ль,м,2а
10730,6,аж,м,4а
10731,6,ал,м,1а
10732,11,ус,мо,1а
10733,6,ер,мо,1а
10734,8,ка,ж,3*а
10735,7,та,ж,1а
10736,9,ик,м,3а
10737,9,ик,мо,3а
10738,10,ца,жо,5а
10739,5,ут,м,1а
10740,7,ин,мо,1а
10741,7,он,м,1а
10742,4,ра,ж,1а
10743,7,ин,м,1а
10744,9,ер,мо,1а
10745,7,ан,м,1а
10746,10,ик,мо,3а
10747,9,ла,ж,1а
10748,7,ач,м,4а
10749,7,ез,мо,1а
10750,6,иб,мо,1а
10751,6,им,мо,1а
10752,8,ка,жо,3*а
10753,7,ал,мо,1а
10754,10,ак,мо,3а
10755,12,ка,жо,3*а
10756,10,ца,жо,5а
10757,10,из,мо,1а
10758,11,од,мо,1а
10759,15,во,с,1а
10760,8,ль,м,2а
10761,8,рт,мо,1а
10762,13,на,ж,1а
10763,11,на,ж,1а
10764,9,ль,м,2а
10765,8,ль,ж,8а
10766,10,ка,ж,3*а
10767,8,ра,жо,1а
10768,10,ик,м,3а
10769,8,ин,м,1а
10770,7,уз,мо,1а
10771,9,ик,мо,3а
10772,8,ль,мо,2а
10773,6,ул,м,1а
10774,8,ка,ж,3*а
10775,10,ик,мо,3а
10776,10,ка,жо,3*а
10777,6,ас,м,1а
10778,6,ид,м,1а
10779,8,ол,м,1а
10780,9,ил,м,1а
10781,9,ин,м,1а
10782,8,ен,м,1а
10783,11,ум,м,1а
10784,8,ит,м,1а
10785,8,ка,ж,3*а
10786,6,он,м,1а
10787,8,ар,мо,1а
10788,10,ий,мо,7а
10789,8,ат,м,1а
10790,12,ия,ж,7а
10791,8,ит,м,1а
10792,9,нд,м,1а
10793,9,ул,м,1а
10794,11,ез,м,1а
10795,10,ор,м,1а
10796,10,ия,ж,7а
10797,12,ор,м,1а
10798,5,да,ж,1а
10799,6,ан,м,1а
10800,8,ал,мо,1а
10801,12,ма,ж,1а
10802,10,аф,м,1а
10803,12,ия,ж,7а
10804,9,да,ж,1а
10805,9,ог,мо,3а
10806,11,ия,ж,7а
10807,13,оз,м,1а
10808,6,ит,м,1а
10809,6,иф,м,1а
10810,10,ца,жо,5а
10811,10,та,ж,1а
10812,7,ка,жо,3*а
10813,6,та,ж,1а
10814,7,ка,ж,3*а
10815,8,ик,мо,3а
10816,8,ик,м,3а
10817,6,ес,м,1а
10818,10,ра,ж,1а
10819,12,ст,мо,1а
10820,14,ка,жо,3*а
10821,14,ть,ж,8а
10822,12,ик,мо,3а
10823,8,он,м,1а
10824,10,ия,ж,7а
10825,10,ез,м,1а
10826,6,оз,м,1а
10827,10,ия,ж,7а
10828,11,ма,ж,1а
10829,6,ас,м,1а
10830,5,ла,мо-жо,1а
10831,6,ик,мо,3а
10832,7,ца,жо,5а
10833,5,ма,ж,1а
10834,8,ин,м,1а
10835,6,ан,м,1а
10836,9,ик,мо,3а
10837,9,ик,м,3а
10838,9,ик,мо,3а
10839,10,ла,ж,1а
10840,8,ек,м,3*а
10841,8,ит,мо,1а
10842,6,ин,м,1а
10843,8,ал,м,1а
10844,9,ит,м,1а
10845,7,ол,м,1а
10846,6,из,м,1а
10847,8,ит,м,1а
10848,7,аж,м,4а
10849,8,ль,ж,8а
10850,10,ка,ж,3*а
10851,7,ин,м,1а
10852,4,рп,мо,1а
10853,10,ия,ж,7а
10854,8,ен,м,1а
10855,5,ст,м,1а
10856,5,та,ж,1а
10857,10,ть,ж,8а
10858,9,ка,жо,3*а
10859,9,ик,мо,3а
10860,10,ца,жо,5а
10861,13,во,с,1а
10862,14,ие,с,7а
10863,7,ль,м,2а
10864,6,ер,м,1а
10865,9,на,ж,1а
10866,7,чь,ж,8а
10867,7,на,ж,1а
10868,7,нг,м,3а
10869,8,ка,ж,3*а
10870,11,ть,ж,8а
10871,12,ие,с,7а
10872,12,ие,с,7а
10873,11,ма,ж,1а
10874,9,аф,мо,1а
10875,17,ие,с,7а
10876,11,ия,ж,7а
10877,11,ия,ж,7а
10878,8,аж,м,4а
10879,11,ик,мо,3а
10880,12,ца,жо,5а
10881,8,ка,ж,3*а
10882,9,ик,мо,3а
10883,10,ца,жо,5а
10884,10,ма,ж,1а
10885,9,ка,ж,3а
10886,11,ик,мо,3а
10887,12,ца,жо,5а
10888,12,од,мо,1а
10889,16,во,с,1а
10890,16,ка,ж,3*а
10891,17,ль,м,2а
10892,14,ка,ж,3*а
10893,16,ка,ж,3*а
10894,14,ка,ж,3*а
10895,18,ще,с,4а
10896,15,ка,ж,3*а
10897,11,на,ж,1а
10898,9,ль,м,2а
10899,8,ка,ж,3*а
10900,10,ка,ж,3*а
10901,9,на,ж,1а
10902,8,ка,ж,3*а
10903,9,ик,мо,3а
10904,10,ий,м,7а
10905,6,уш,м,4а
10906,8,ль,ж,8а
10907,11,ик,мо,3а
10908,12,ка,жо,3*а
10909,6,ер,м,1а
10910,9,ма,ж,1а
10911,14,ик,м,3а
10912,15,ца,ж,5а
10913,6,ер,м,1а
10914,7,ра,ж,1а
10915,9,зм,м,1а
10916,9,ст,мо,1а
10917,11,ка,жо,3*а
10918,7,ие,с,7а
10919,12,во,с,1а
10920,7,ик,мо,3а
10921,7,ка,жо,3*а
10922,9,ка,жо,3*а
10923,5,ка,ж,3*а
10924,6,ад,м,1а
10925,8,ер,мо,1а
10926,8,ка,ж,3*а
10927,5,са,ж,1а
10928,8,ор,мо,1а
10929,8,ия,ж,7а
10930,7,та,ж,1а
10931,8,ка,ж,3*а
10932,10,ца,жо,5а
10933,6,ир,мо,1а
10934,8,ша,жо,4а
10935,10,ит,м,1а
10936,6,ия,ж,7а
10937,5,та,ж,1а
10938,10,та,ж,1а
10939,8,ян,мо,1а
10940,10,ша,жо,4а
10941,6,ет,м,1а
10942,10,ть,ж,8а
10943,6,ор,м,1а
10944,8,ка,ж,3*а
10945,7,ат,мо,1а
10946,9,ия,ж,7а
10947,10,ка,ж,3*а
10948,8,ля,ж,2а
10949,6,да,ж,1а
10950,3,ат,мо,1а
10951,3,ат,м,1а
10952,10,зм,м,1а
10953,9,ия,ж,7а
10954,9,зм,м,1а
10955,9,ба,ж,1а
10956,9,ка,ж,3*а
10957,11,ка,ж,3а
10958,10,ия,ж,7а
10959,10,ик,мо,3а
10960,7,из,м,1а
10961,11,ор,м,1а
10962,7,ог,м,3а
10963,13,ор,мо,1а
10964,13,ия,ж,7а
10965,9,ка,жо,3*а
10966,6,ль,мо,2а
10967,9,ик,мо,3а
10968,10,ца,жо,5а
10969,9,ан,м,1а
10970,7,ие,с,7а
10971,7,ка,ж,3*а
10972,10,ма,ж,1а
10973,10,та,ж,1а
10974,5,ар,м,1а
10975,8,кт,м,1а
10976,9,та,ж,1а
10977,8,ис,м,1а
10978,10,фа,ж,1а
10979,16,ть,ж,8а
10980,13,тр,м,1а
10981,8,лк,м,3а
10982,9,ез,м,1а
10983,9,нт,м,1а
10984,9,за,ж,1а
10985,14,ть,ж,8а
10986,9,ия,ж,7а
10987,8,ид,м,1а
10988,8,ик,мо,3а
10989,5,ет,м,1а
10990,7,ер,м,1а
10991,13,ия,ж,7а
10992,10,тр,м,1а
10993,9,ис,м,1а
10994,6,он,м,1а
10995,5,од,м,1а
10996,7,ик,мо,3а
10997,9,ос,мо,1а
10998,10,зм,м,1а
10999,12,во,с,1а
11000,9,ка,жо,3*а
11001,10,ка,ж,3а
11002,7,га,ж,3а
11003,10,ка,жо,3*а
11004,9,ик,мо,3а
11005,10,ца,жо,5а
11006,6,ан,мо,1а
11007,6,ен,м,1а
11008,9,ка,ж,3*а
11009,10,ик,мо,3а
11010,7,ка,ж,3*а
11011,5,ыш,м,4а
11012,7,ек,м,3*а
11013,6,ша,ж,4а
11014,10,ия,ж,7а
11015,12,ть,ж,8а
11016,8,па,ж,1а
11017,11,ия,ж,7а
11018,7,ик,м,3а
11019,8,ка,ж,3а
11020,13,во,с,1а
11021,6,ук,м,3а
11022,10,од,мо,1а
11023,14,во,с,1а
11024,10,ос,м,1а
11025,7,ра,ж,1а
11026,9,ик,мо,3а
11027,10,ца,жо,5а
11028,9,ий,м,7а
11029,10,ан,м,1а
11030,7,ма,ж,1а
11031,4,фр,мо,1а
11032,6,ан,м,1а
11033,9,ик,м,3а
11034,8,ия,ж,7а
11035,9,ка,жо,3*а
11036,9,ка,ж,3*а
11037,5,ап,мо,1а
11038,7,ка,ж,3*а
11039,7,ие,с,7а
11040,7,ие,с,7а
11041,14,ть,ж,8а
11042,8,во,с,1а
11043,5,ка,ж,3*а
11044,5,ка,ж,3*а
11045,6,ча,ж,4а
11046,4,ша,ж,4а
11047,7,от,мо,1а
11048,7,ар,мо,1а
11049,7,ир,м,1а
11050,6,ца,ж,5а
11051,6,ца,ж,5а
11052,5,ка,ж,3*а
11053,8,ка,жо,3*а
11054,6,ан,м,1а
11055,5,уб,мо,1а
11056,7,ка,жо,3*а
11057,4,юк,м,3а
11058,4,юр,мо,1а
11059,5,та,ж,1а
11060,8,нт,м,1а
11061,7,ат,м,1а
11062,9,ик,м,3а
11063,10,ра,ж,1а
11064,8,га,ж,3а
11065,11,кс,м,1а
11066,6,ва,жо,1а
11067,6,ер,мо,1а
11068,10,во,с,1а
11069,8,ша,жо,4а
11070,7,ша,жо,4а
11071,8,ка,жо,3*а
11072,6,ша,жо,4а
11073,12,ия,ж,7а
11074,5,нт,м,1а
11075,11,ие,с,7а
11076,6,та,ж,1а
11077,7,ал,м,1а
11078,10,ек,м,3а
11079,9,он,мо,1а
11080,7,ет,м,1а
11081,8,ра,ж,1а
11082,10,нт,мо,1а
11083,12,ка,жо,3*а
11084,9,ка,ж,3*а
11085,18,ль,мо,2а
11086,15,ик,мо,3а
11087,16,ца,жо,5а
11088,15,ка,жо,3*а
11089,10,ер,мо,1а
11090,10,та,ж,1а
11091,5,рц,м,5а
11092,7,ит,м,1а
11093,8,ар,мо,1а
11094,7,ия,ж,7а
11095,10,он,м,1а
11096,8,ие,с,7а
11097,9,на,ж,1а
11098,8,аг,м,3а
11099,7,ор,мо,1а
11100,8,ра,ж,1а
11101,8,зм,м,1а
11102,8,ст,мо,1а
11103,6,та,ж,1а
11104,7,ал,м,1а
11105,7,ет,м,1а
11106,13,ия,ж,7а
11107,6,ит,мо,1а
11108,4,ит,м,1а
11109,9,ия,ж,7а
11110,6,ум,м,1а
11111,5,та,ж,1а
11112,3,еб,м,1а
11113,9,ан,м,1а
11114,4,др,м,1а
11115,8,ка,жо,3*а
11116,9,ик,м,3а
11117,4,йф,м,1а
11118,4,кс,м,1а
11119,6,ок,м,3а
11120,6,рь,мо,2а
11121,6,рь,мо,2а
11122,7,ка,ж,3*а
11123,8,ик,мо,3а
11124,9,ца,жо,5а
11125,10,ть,ж,8а
11126,6,ид,м,1а
11127,6,ма,ж,1а
11128,7,ер,мо,1а
11129,9,ша,жо,4а
11130,5,ьт,мо,1а
11131,7,ий,м,7а
11132,7,нг,м,3а
11133,5,аф,м,1а
11134,7,аф,м,1а
11135,8,он,м,1а
11136,6,га,ж,3а
11137,5,ка,ж,3*а
11138,8,ит,м,1а
11139,7,ик,мо,3а
11140,8,ка,ж,3а
11141,7,ит,м,1а
11142,10,ит,м,1а
11143,7,ин,м,1а
11144,7,ит,м,1а
11145,7,оз,м,1а
11146,14,ка,ж,3а
11147,9,ир,м,1а
11148,7,ль,м,2а
