@relation 'trainingnumbers.verb-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-Rfirst,last,2'

@attribute Word numeric
@attribute 5let {овать,ичать,йкать,акать,аться,алеть,еться,лкать,ывать,укать,ахать,оветь,янеть,ацать,юкать,баять,егать,днеть,елеть,енеть,икать,ивать,евать,ухать,леять,стать,ждать,атеть,одать,олеть,лтать,осать,згать,ыкать,якать,яцать,ькать,уреть,ркать,алять,яться,ирать,ргать,ерять,язать,ибать,онять,игать,елать,ыхать,едать,нчать,треть,тшать,ереть,ешать,ещать,веять,имать,адать,ожать,увать,умать,ымать,езать,етать,окать,здать,преть,слеть,ыдать,зжать,грать,идать,илять,итать,хлять,апать,атать,ачать,епать,адеть,жнеть,ипать,лиять,япать,азать,инать,екать,агать,чтать,ужать,ыметь,очать,ицать,есать,лнять,ылать,сиять,ищать,паять,тлять,ихать,ягать,ядать,скать,утать,ащать,сеять,исать,ебать,отеть,ыпать,иветь,орать,ызать,улять,орять,елять,олять,знать,зреть,ябать,шлять,ючать,ырять,упать,мсать,глять,усать,ушать,изать,инять,арать,енять,рзать,огать,юхать,чкать,ясать,ытать,убать,угать,учать,меять,спеть,таять,снять,рпать,слять,вкать,олать,азеть,отать,упеть,убеть,опать,раять,охать,знеть,тнеть,мкать,стеть,рнеть,еветь,бреть,влеть,ылять,лбать,лжать,ажать,тлеть,ыгать,хлеть,южеть,лтеть,иреть,влять,асать,иметь,снеть,хтать,аветь,лаять,маять,длять,рцать,ирять,млеть,мшеть,еметь,енать,рхать,авать,лзать,ятать,пхать,тнать,рдеть,реять,обеть,ежеть,длать,инеть,ареть,мнеть,теять,яветь,хаять,илеть,юпать,одеть,омать,удать,тветь,чуять,зиять,злеть,блять,ваять,ьчать,ощать,млать,пчать,глеть,пнеть,гчать,ысеть,ютеть,рзеть,шкать,чнеть,юдать,ореть,плять,ртать,чхать,лдеть,осеть,есеть,юдеть,очеть,ожеть,ыбеть,уметь,ятеть,днять,анеть,млять,усеть,брять,блеть,урять,унать,удеть,ошать,длеть,ылеть,шлеть,вдать,епеть,рчать,абеть,клеть,ртеть,опеть,зветь,ыреть,аметь,ометь,ечать,птать,обать,внять,идеть,ймать,лнеть,едеть,ыжеть,ябеть,сметь,плеть,кнеть,жнять,ошеть,ьшать,арять,изеть,деять,онеть,ытеть,ишать,ьнять,юметь,чшать,дшать,чаять,ыбать,ндать,драть,юнеть}
@attribute Class {2а,1а,6а}

@data
2271,аться,1а
2272,ыкать,1а
2273,ыкать,1а
2274,аться,1а
2275,ркать,1а
2276,юкать,1а
2277,овать,2а
2278,ывать,1а
2279,вкать,1а
2280,ивать,1а
2281,аться,1а
2282,елеть,1а
2283,аться,1а
2284,юкать,1а
2285,ичать,1а
2286,ичать,1а
2287,ивать,1а
2288,аться,1а
2289,ухать,1а
2290,овать,2а
2291,аться,2а
2292,овать,2а
2293,овать,2а
2294,овать,2а
2295,овать,2а
2296,ывать,1а
2297,ркать,1а
2298,ивать,1а
2299,ивать,1а
2300,апать,1а
2301,ывать,1а
2302,ркать,1а
2303,ивать,1а
2304,хаять,6а
2305,аться,1а
2306,атать,1а
2307,ывать,1а
2308,ывать,1а
2309,орать,1а
2310,илеть,1а
2311,иреть,1а
2312,икать,1а
2313,ывать,1а
2314,ывать,1а
2315,ипать,1а
2316,опать,1а
2317,ывать,1а
2318,аться,1а
2319,овать,2а
2320,юпать,1а
2321,елеть,1а
2322,ыкать,1а
2323,ичать,1а
2324,аться,1а
2325,одать,1а
2326,одеть,1а
2327,утать,1а
2328,омать,1а
2329,овать,2а
2330,юкать,1а
2331,удать,1а
2332,апать,1а
2333,ывать,1а
2334,апать,1а
2335,аться,1а
2336,овать,2а
2337,аться,2а
2338,ывать,1а
2339,овать,2а
2340,аться,2а
2341,окать,1а
2342,ыкать,1а
2343,вкать,1а
2344,ивать,1а
2345,овать,2а
2346,ывать,1а
2347,иветь,1а
2348,аться,2а
2349,рнеть,1а
2350,еться,1а
2351,рпать,1а
2352,тветь,1а
2353,аться,1а
2354,инать,1а
2355,аться,1а
2356,икать,1а
2357,ркать,1а
2358,слять,1а
2359,яться,1а
2360,итать,1а
2361,аться,1а
2362,ывать,1а
2363,аться,1а
2364,аться,1а
2365,ихать,1а
2366,окать,1а
2367,аться,1а
2368,аться,1а
2369,чуять,6а
2370,агать,1а
2371,мкать,1а
2372,ркать,1а
2373,ивать,1а
2374,рпать,1а
2375,атать,1а
2376,аться,1а
2377,овать,2а
2378,аться,2а
2379,ывать,1а
2380,аться,1а
2381,ивать,1а
2382,ивать,1а
2383,ырять,1а
2384,яться,1а
2385,иветь,1а
2386,аветь,1а
2387,ибать,1а
2388,аться,1а
2389,ивать,1а
2390,аться,1а
2391,икать,1а
2392,овать,2а
2393,ывать,1а
2394,епать,1а
2395,овать,2а
2396,ывать,1а
2397,ыгать,1а
2398,овать,2а
2399,аться,2а
2400,ывать,1а
2401,аться,1а
2402,евать,2а
2403,ывать,1а
2404,аться,1а
2405,ивать,1а
2406,ивать,1а
2407,аться,1а
2408,овать,2а
2409,овать,2а
2410,ывать,1а
2411,овать,2а
2412,евать,2а
2413,ывать,1а
2414,евать,2а
2415,илеть,1а
2416,опать,1а
2417,ывать,1а
2418,ивать,1а
2419,аться,1а
2420,овать,2а
2421,ывать,1а
2422,ивать,1а
2423,овать,2а
2424,ывать,1а
2425,укать,1а
2426,аться,1а
2427,ивать,1а
2428,олять,1а
2429,лкать,1а
2430,ивать,1а
2431,аться,1а
2432,ивать,1а
2433,ереть,1а
2434,овать,2а
2435,якать,1а
2436,аться,1а
2437,оветь,1а
2438,овать,2а
2439,евать,1а
2440,аться,1а
2441,овать,2а
2442,енеть,1а
2443,еться,1а
2444,овать,2а
2445,овать,2а
2446,овать,2а
2447,зиять,1а
2448,злеть,1а
2449,овать,2а
2450,овать,2а
2451,ичать,1а
2452,овать,2а
2453,овать,2а
2454,ыхать,1а
2455,овать,2а
2456,шлять,1а
2457,блять,1а
2458,авать,1а
2459,овать,2а
2460,аться,2а
2461,знать,1а
2462,аться,1а
2463,отеть,1а
2464,овать,2а
2465,евать,2а
2466,зреть,1а
2467,ичать,1а
2468,ыкать,1а
2469,овать,2а
2470,грать,1а
2471,аться,1а
2472,ывать,1а
2473,овать,2а
2474,овать,2а
2475,овать,2а
2476,овать,2а
2477,овать,2а
2478,аться,2а
2479,ывать,1а
2480,аться,1а
2481,егать,1а
2482,аться,1а
2483,аться,1а
2484,ивать,1а
2485,аться,1а
2486,ирать,1а
2487,евать,2а
2488,ывать,1а
2489,одать,1а
2490,олеть,1а
2491,еться,1а
2492,аться,1а
2493,аться,1а
2494,аться,1а
2495,ывать,1а
2496,аться,1а
2497,овать,2а
2498,аться,1а
2499,алять,1а
2500,яться,1а
2501,ваять,1а
2502,едать,1а
2503,ывать,1а
2504,ргать,1а
2505,аться,1а
2506,аться,1а
2507,овать,2а
2508,аться,1а
2509,тшать,1а
2510,ивать,1а
2511,екать,1а
2512,аться,1а
2513,ичать,1а
2514,аться,2а
2515,аться,1а
2516,аться,2а
2517,яться,1а
2518,ибать,1а
2519,аться,1а
2520,яться,1а
2521,ивать,1а
2522,одать,1а
2523,аться,1а
2524,онять,1а
2525,ызать,1а
2526,аться,1а
2527,ргать,1а
2528,аться,1а
2529,ивать,1а
2530,аться,1а
2531,ирать,1а
2532,аться,1а
2533,ыхать,1а
2534,ивать,1а
2535,ывать,1а
2536,ивать,1а
2537,аться,1а
2538,игать,1а
2539,аться,1а
2540,ивать,1а
2541,агать,1а
2542,ывать,1а
2543,лаять,6а
2544,етать,1а
2545,ивать,1а
2546,аться,1а
2547,овать,2а
2548,овать,2а
2549,азать,6а
2550,аться,6а
2551,ывать,1а
2552,аться,1а
2553,евать,2а
2554,ывать,1а
2555,аться,2а
2556,ывать,1а
2557,аться,1а
2558,аться,1а
2559,арать,1а
2560,аться,1а
2561,ивать,1а
2562,аться,1а
2563,маять,6а
2564,яться,6а
2565,ьчать,1а
2566,ерять,1а
2567,ерять,1а
2568,яться,1а
2569,инать,1а
2570,аться,1а
2571,окать,1а
2572,овать,2а
2573,ивать,1а
2574,аться,1а
2575,аться,1а
2576,ивать,1а
2577,аться,1а
2578,ивать,1а
2579,аться,1а
2580,ивать,1а
2581,аться,1а
2582,учать,1а
2583,аться,1а
2584,аться,1а
2585,згать,1а
2586,аться,1а
2587,ивать,1а
2588,аться,1а
2589,ивать,1а
2590,аться,1а
2591,шлять,1а
2592,овать,2а
2593,ивать,1а
2594,аться,1а
2595,огать,1а
2596,аться,1а
2597,ожать,1а
2598,аться,1а
2599,ищать,1а
2600,ывать,1а
2601,овать,2а
2602,аться,2а
2603,аться,1а
2604,овать,2а
2605,аться,2а
2606,езать,6а
2607,аться,6а
2608,ывать,1а
2609,аться,1а
2610,екать,1а
2611,овать,2а
2612,аться,2а
2613,ывать,1а
2614,аться,1а
2615,евать,2а
2616,угать,1а
2617,ывать,1а
2618,ывать,1а
2619,аться,1а
2620,скать,1а
2621,овать,2а
2622,ивать,1а
2623,аться,1а
2624,овать,2а
2625,аться,2а
2626,едать,1а
2627,рзать,1а
2628,аться,1а
2629,аться,1а
2630,ымать,1а
2631,икать,1а
2632,икать,1а
2633,аться,1а
2634,овать,2а
2635,аться,2а
2636,иметь,1а
2637,еться,1а
2638,овать,2а
2639,овать,2а
2640,овать,2а
2641,еветь,1а
2642,овать,2а
2643,овать,2а
2644,овать,2а
2645,овать,2а
2646,овать,2а
2647,ичать,1а
2648,овать,2а
2649,аться,2а
2650,овать,2а
2651,ичать,1а
2652,овать,2а
2653,овать,2а
2654,ивать,1а
2655,аться,1а
2656,ывать,1а
2657,аться,1а
2658,апать,1а
2659,ывать,1а
2660,ывать,1а
2661,ывать,1а
2662,ркать,1а
2663,аться,1а
2664,ивать,1а
2665,ырять,1а
2666,упать,1а
2667,мкать,1а
2668,аться,1а
2669,ивать,1а
2670,аться,1а
2671,ивать,1а
2672,ивать,1а
2673,ичать,1а
2674,яться,1а
2675,яться,1а
2676,мсать,1а
2677,упать,1а
2678,аться,1а
2679,аться,1а
2680,усать,1а
2681,чкать,1а
2682,аться,1а
2683,аться,1а
2684,ивать,1а
2685,авать,1а
2686,ывать,1а
2687,едать,1а
2688,аться,1а
2689,аться,1а
2690,ивать,1а
2691,аться,1а
2692,аться,1а
2693,лзать,1а
2694,лнять,1а
2695,яться,1а
2696,ичать,1а
2697,овать,2а
2698,ывать,1а
2699,ичать,1а
2700,аться,1а
2701,овать,2а
2702,скать,1а
2703,ивать,1а
2704,угать,1а
2705,аться,1а
2706,скать,1а
2707,ытать,1а
2708,тнать,1а
2709,ивать,1а
2710,ивать,1а
2711,аться,1а
2712,екать,1а
2713,аться,1а
2714,егать,1а
2715,ирать,1а
2716,аться,1а
2717,аться,1а
2718,елять,1а
2719,ыхать,1а
2720,якать,1а
2721,ивать,1а
2722,скать,1а
2723,аться,1а
2724,таять,6а
2725,екать,1а
2726,рзать,1а
2727,аться,1а
2728,ирать,1а
2729,аться,1а
2730,скать,1а
2731,ивать,1а
2732,евать,1а
2733,тлеть,1а
2734,овать,2а
2735,ывать,1а
2736,нчать,1а
2737,ргать,1а
2738,аться,1а
2739,аться,2а
2740,ощать,1а
2741,овать,2а
2742,аться,1а
2743,яветь,1а
2744,ыкать,1а
2745,аться,1а
2746,ивать,1а
2747,язать,1а
2748,хаять,6а
2749,овать,2а
2750,аться,1а
2751,удать,1а
2752,апать,1а
2753,аться,1а
2754,ывать,1а
2755,аться,1а
2756,овать,2а
2757,езать,1а
2758,иветь,1а
2759,рпать,1а
2760,аться,1а
2761,ывать,1а
2762,аться,1а
2763,ркать,1а
2764,ивать,1а
2765,слять,1а
2766,яться,1а
2767,агать,1а
2768,ркать,1а
2769,аться,1а
2770,ивать,1а
2771,аться,1а
2772,ивать,1а
2773,опать,1а
2774,ывать,1а
2775,ипать,1а
2776,ичать,1а
2777,овать,2а
2778,акать,1а
2779,евать,2а
2780,овать,2а
2781,овать,2а
2782,якать,1а
2783,енеть,1а
2784,млать,1а
2785,овать,2а
2786,овать,2а
2787,овать,2а
2788,апать,6а
2789,апать,1а
2790,ичать,1а
2791,аться,1а
2792,овать,2а
2793,ркать,1а
2794,ичать,1а
2795,овать,2а
2796,аться,1а
2797,атать,1а
2798,аться,1а
2799,ачать,1а
2800,аться,1а
2801,шлять,1а
2802,яться,6а
2803,акать,1а
2804,овать,2а
2805,евать,2а
2806,аться,1а
2807,овать,2а
2808,ивать,1а
2809,идать,1а
2810,аться,1а
2811,овать,2а
2812,евать,2а
2813,овать,2а
2814,яться,1а
2815,ацать,1а
2816,епать,1а
2817,овать,2а
2818,икать,6а
2819,овать,2а
2820,овать,2а
2821,юкать,1а
2822,аться,1а
2823,ичать,1а
2824,ркать,1а
2825,аться,1а
2826,ылять,1а
2827,яться,1а
2828,ырять,1а
2829,окать,1а
2830,аться,1а
2831,ичать,1а
2832,овать,2а
2833,аться,2а
2834,ивать,1а
2835,овать,2а
2836,ебать,6а
2837,аться,6а
2838,овать,2а
2839,овать,2а
2840,овать,2а
2841,аться,1а
2842,упать,1а
2843,ыхать,1а
2844,аться,1а
2845,евать,2а
2846,овать,2а
2847,овать,2а
2848,овать,2а
2849,аться,2а
2850,овать,2а
2851,овать,2а
2852,мкать,1а
2853,овать,2а
2854,овать,2а
2855,овать,2а
2856,овать,2а
2857,аться,2а
2858,овать,2а
2859,овать,2а
2860,аться,1а
2861,овать,2а
2862,овать,2а
2863,овать,2а
2864,аться,2а
2865,овать,2а
2866,овать,2а
2867,овать,2а
2868,овать,2а
2869,овать,2а
2870,аться,2а
2871,овать,2а
2872,аться,2а
2873,овать,2а
2874,овать,2а
2875,овать,2а
2876,овать,2а
2877,овать,2а
2878,аться,2а
2879,овать,2а
2880,нчать,1а
2881,аться,1а
2882,опать,1а
2883,аться,1а
2884,ичать,1а
2885,овать,2а
2886,ичать,1а
2887,аться,1а
2888,овать,2а
2889,овать,2а
2890,овать,2а
2891,евать,2а
2892,аться,2а
2893,атеть,1а
2894,снеть,1а
2895,енеть,1а
2896,аться,2а
2897,ичать,1а
2898,евать,2а
2899,енеть,1а
2900,овать,2а
2901,ичать,1а
2902,апать,6а
2903,снеть,1а
2904,еться,1а
2905,аться,2а
2906,овать,2а
2907,пчать,1а
2908,есать,1а
2909,овать,2а
2910,иветь,1а
2911,яться,1а
2912,ичать,1а
2913,овать,2а
2914,овать,2а
2915,аветь,1а
2916,енеть,1а
2917,ркать,1а
2918,овать,2а
2919,овать,2а
2920,мсать,1а
2921,опать,1а
2922,ичать,1а
2923,овать,2а
2924,глеть,1а
2925,пнеть,1а
2926,овать,2а
2927,ичать,1а
2928,якать,1а
2929,ркать,1а
2930,аться,1а
2931,хтать,6а
2932,екать,1а
2933,овать,2а
2934,овать,2а
2935,екать,1а
2936,упать,1а
2937,аться,1а
2938,овать,2а
2939,аветь,1а
2940,ивать,1а
2941,овать,2а
2942,ыкать,1а
2943,овать,2а
2944,аветь,1а
2945,усать,1а
2946,аться,1а
2947,ичать,1а
2948,утать,1а
2949,аться,1а
2950,ичать,1а
2951,ушать,1а
2952,овать,2а
2953,ивать,1а
2954,акать,1а
2955,ичать,1а
2956,овать,2а
2957,овать,2а
2958,апать,1а
2959,скать,1а
2960,аться,1а
2961,атать,1а
2962,лаять,6а
2963,яться,6а
2964,еветь,1а
2965,гчать,1а
2966,енеть,1а
2967,ивать,1а
2968,леять,6а
2969,ичать,1а
2970,етать,1а
2971,овать,2а
2972,ичать,1а
2973,овать,2а
2974,ичать,1а
2975,овать,2а
2976,оветь,1а
2977,ичать,1а
2978,овать,2а
2979,инять,1а
2980,стать,1а
2981,енеть,1а
2982,овать,2а
2983,овать,2а
2984,евать,2а
2985,овать,2а
2986,ичать,1а
2987,овать,2а
2988,аться,1а
2989,ичать,1а
2990,аться,1а
2991,ичать,1а
2992,ичать,1а
2993,омать,1а
2994,аться,1а
2995,опать,1а
2996,аться,1а
2997,енеть,1а
2998,згать,1а
2999,овать,2а
3000,евать,2а
3001,ысеть,1а
3002,ичать,1а
3003,аться,2а
3004,ичать,1а
3005,овать,2а
3006,днеть,1а
3007,ютеть,1а
3008,овать,2а
3009,ягать,1а
3010,аться,1а
3011,згать,1а
3012,япать,1а
3013,аться,1а
3014,ичать,1а
3015,ичать,1а
3016,овать,2а
3017,азать,6а
3018,аться,6а
3019,ичать,1а
3020,юкать,1а
3021,акать,1а
3022,овать,2а
3023,евать,2а
3024,овать,2а
3025,ичать,1а
3026,ичать,1а
3027,овать,2а
3028,ичать,1а
3029,овать,2а
3030,овать,2а
3031,овать,2а
3032,овать,2а
3033,арать,1а
3034,аться,1а
3035,овать,2а
3036,аться,2а
3037,ичать,1а
3038,овать,2а
3039,овать,2а
3040,овать,2а
3041,аться,2а
3042,овать,2а
3043,овать,2а
3044,овать,2а
3045,ереть,1а
3046,овать,2а
3047,овать,2а
3048,ахать,1а
3049,аться,1а
3050,оветь,1а
3051,маять,6а
3052,яться,6а
3053,евать,2а
3054,екать,1а
3055,елеть,1а
3056,овать,2а
3057,ькать,1а
3058,ьчать,1а
3059,овать,2а
3060,овать,2а
3061,яться,1а
3062,екать,1а
3063,рзеть,1а
3064,ерять,1а
3065,яться,1а
3066,тветь,1а
3067,рцать,1а
3068,ичать,1а
3069,етать,1а
3070,овать,2а
3071,чтать,1а
3072,ешать,1а
3073,ешать,1а
3074,аться,1а
3075,шкать,1а
3076,ичать,1а
3077,игать,1а
3078,илеть,1а
3079,овать,2а
3080,овать,2а
3081,аться,2а
3082,овать,2а
3083,ичать,1а
3084,аться,2а
3085,ывать,1а
3086,овать,2а
3087,млеть,1а
3088,ичать,1а
3089,овать,2а
3090,овать,2а
3091,овать,2а
3092,одеть,1а
3093,овать,2а
3094,овать,2а
3095,овать,2а
3096,овать,2а
3097,ргать,1а
3098,овать,2а
3099,отать,1а
3100,аться,1а
3101,атеть,1а
3102,ичать,1а
3103,чнеть,1а
3104,овать,2а
3105,овать,2а
3106,ужать,1а
3107,аться,1а
3108,овать,2а
3109,овать,2а
3110,овать,2а
3111,ыкать,1а
3112,овать,2а
3113,овать,2а
3114,тнеть,1а
3115,евать,2а
3116,учать,1а
3117,аться,1а
3118,овать,2а
3119,згать,1а
3120,ыкать,1а
3121,аться,1а
3122,овать,2а
3123,овать,2а
3124,укать,1а
3125,ивать,1а
3126,овать,2а
3127,аться,2а
3128,ывать,1а
3129,овать,2а
3130,ичать,1а
3131,егать,1а
3132,аться,1а
3133,аться,2а
3134,ичать,1а
3135,аться,1а
3136,аться,2а
3137,ивать,1а
3138,аться,1а
3139,ирать,1а
3140,аться,1а
3141,юдать,1а
3142,аться,1а
3143,олеть,1а
3144,лтать,1а
3145,аться,1а
3146,овать,2а
3147,овать,2а
3148,ывать,1а
3149,ывать,1а
3150,ывать,1а
3151,овать,2а
3152,ывать,1а
3153,згать,1а
3154,ивать,1а
3155,ухать,1а
3156,ухать,1а
3157,ивать,1а
3158,ивать,1а
3159,евать,2а
3160,аться,2а
3161,ивать,1а
3162,ивать,1а
3163,алять,1а
3164,яться,1а
3165,евать,1а
3166,аться,1а
3167,аться,1а
3168,ивать,1а
3169,овать,2а
3170,ывать,1а
3171,стать,1а
3172,ывать,1а
3173,аться,1а
3174,ешать,1а
3175,ивать,1а
3176,ивать,1а
3177,аться,1а
3178,аться,1а
3179,исать,1а
3180,екать,1а
3181,евать,2а
3182,аться,2а
3183,онять,1а
3184,ивать,1а
3185,овать,2а
3186,ывать,1а
3187,очать,1а
3188,овать,2а
3189,умать,1а
3190,ыкать,1а
3191,ивать,1а
3192,аться,1а
3193,язать,1а
3194,ивать,1а
3195,адать,1а
3196,ибать,1а
3197,аться,1а
3198,еться,1а
3199,ивать,1а
3200,глеть,1а
3201,ичать,1а
3202,аться,1а
3203,аться,1а
3204,евать,2а
3205,ивать,1а
3206,аться,1а
3207,онять,1а
3208,яться,1а
3209,аться,2а
3210,овать,2а
3211,аться,2а
3212,стать,1а
3213,овать,2а
3214,евать,1а
3215,аться,1а
3216,ичать,1а
3217,овать,2а
3218,аться,2а
3219,ывать,1а
3220,аться,1а
3221,ждать,1а
3222,овать,2а
3223,ывать,1а
3224,ызать,1а
3225,улять,1а
3226,яться,1а
3227,ивать,1а
3228,ывать,1а
3229,ивать,1а
3230,игать,1а
3231,аться,1а
3232,ибать,1а
3233,ивать,1а
3234,ызать,1а
3235,ирать,1а
3236,евать,1а
3237,аться,1а
3238,елать,1а
3239,аться,1а
3240,ргать,1а
3241,ивать,1а
3242,ивать,1а
3243,яться,6а
3244,ирать,1а
3245,ирать,1а
3246,аться,1а
3247,ывать,1а
3248,аться,1а
3249,ивать,1а
3250,епать,1а
3251,ывать,1а
3252,усать,1а
3253,ывать,1а
3254,ывать,1а
3255,окать,1а
3256,едать,1а
3257,лжать,1а
3258,ывать,1а
3259,ивать,1а
3260,ивать,1а
3261,стать,1а
3262,овать,2а
3263,аться,1а
3264,ывать,1а
3265,згать,1а
3266,аться,1а
3267,ивать,1а
3268,екать,1а
3269,ивать,1а
3270,ыпать,1а
3271,увать,1а
3272,аться,1а
3273,умать,1а
3274,аться,1а
3275,ывать,1а
3276,ивать,1а
3277,едать,1а
3278,едать,1а
3279,аться,1а
3280,ичать,1а
3281,зжать,1а
3282,зжать,1а
3283,аться,2а
3284,ивать,1а
3285,аться,1а
3286,ывать,1а
3287,ивать,1а
3288,аться,1а
3289,игать,1а
3290,аться,1а
3291,аться,1а
3292,имать,1а
3293,инать,1а
3294,ирать,1а
3295,аться,1а
3296,имать,1а
3297,ивать,1а
3298,аться,2а
3299,ачать,1а
3300,евать,1а
3301,зреть,1а
3302,ивать,1а
3303,ывать,1а
3304,аться,1а
3305,аться,1а
3306,аться,1а
3307,ичать,1а
3308,грать,1а
3309,аться,1а
3310,овать,2а
3311,ывать,1а
3312,ичать,1а
3313,ывать,1а
3314,аться,1а
3315,апать,1а
3316,ывать,1а
3317,ывать,1а
3318,ркать,1а
3319,ябать,1а
3320,атать,1а
3321,аться,1а
3322,ывать,1а
3323,ывать,1а
3324,ачать,1а
3325,аться,1а
3326,аться,1а
3327,идать,1а
3328,ывать,1а
3329,ывать,1а
3330,аться,1а
3331,исать,1а
3332,ывать,1а
3333,ывать,1а
3334,аться,1а
3335,ивать,1а
3336,аться,1а
3337,епать,1а
3338,аться,1а
3339,ичать,1а
3340,аться,1а
3341,ывать,1а
3342,ырять,1а
3343,яться,1а
3344,овать,2а
3345,овать,2а
3346,ывать,1а
3347,упать,1а
3348,мкать,1а
3349,аться,1а
3350,евать,2а
3351,ывать,1а
3352,ывать,1а
3353,апать,1а
3354,ывать,1а
3355,ивать,1а
3356,аться,1а
3357,ивать,1а
3358,ивать,1а
3359,мсать,1а
3360,опать,1а
3361,ывать,1а
3362,аться,1а
3363,овать,2а
3364,упать,1а
3365,аться,1а
3366,усать,1а
3367,аться,1а
3368,утать,1а
3369,аться,1а
3370,ывать,1а
3371,аться,1а
3372,аться,1а
3373,аться,1а
3374,овать,2а
3375,ывать,1а
3376,ывать,1а
3377,егать,1а
3378,езать,1а
3379,аться,1а
3380,ивать,1а
3381,аться,1а
3382,овать,2а
3383,ывать,1а
3384,ипать,1а
3385,овать,2а
3386,овать,2а
3387,аться,1а
3388,аться,1а
3389,згать,1а
3390,аться,2а
3391,япать,1а
3392,ывать,1а
3393,азать,6а
3394,аться,6а
3395,ывать,1а
3396,аться,1а
3397,юкать,1а
3398,евать,2а
3399,ывать,1а
3400,ывать,1а
3401,арать,1а
3402,овать,2а
3403,ывать,1а
3404,ивать,1а
3405,ивать,1а
3406,ивать,1а
3407,маять,6а
3408,яться,6а
3409,евать,2а
3410,ывать,1а
3411,енять,1а
3412,аться,1а
3413,етать,1а
3414,етать,1а
3415,аться,1а
3416,аться,1а
3417,ешать,1а
3418,ивать,1а
3419,ивать,1а
3420,аться,2а
3421,инать,1а
3422,окать,1а
3423,ивать,1а
3424,ичать,1а
3425,овать,2а
3426,ивать,1а
3427,ивать,1а
3428,учать,1а
3429,аться,1а
3430,ывать,1а
3431,аться,1а
3432,аться,1а
3433,ивать,1а
3434,аться,1а
3435,якать,1а
3436,имать,1а
3437,аться,1а
3438,юхать,1а
3439,аться,1а
3440,ивать,1а
3441,ещать,1а
3442,ичать,1а
3443,аться,1а
3444,адать,1а
3445,ивать,1а
3446,ивать,1а
3447,ичать,1а
3448,ивать,1а
3449,аться,1а
3450,ывать,1а
3451,аться,1а
3452,хтать,1а
3453,чкать,1а
3454,аться,1а
3455,паять,1а
3456,евать,1а
3457,екать,1а
3458,ивать,1а
3459,атать,1а
3460,аться,1а
3461,евать,1а
3462,тлеть,1а
3463,ивать,1а
3464,аться,1а
3465,ирать,1а
3466,итать,1а
3467,аться,1а
3468,ихать,1а
3469,аться,1а
3470,чкать,1а
3471,аться,1а
3472,авать,1а
3473,аться,1а
3474,акать,6а
3475,аться,6а
3476,стать,1а
3477,овать,2а
3478,аться,2а
3479,ывать,1а
3480,аться,1а
3481,скать,1а
3482,аться,1а
3483,овать,2а
3484,ывать,1а
3485,юхать,1а
3486,ывать,1а
3487,ывать,1а
3488,ичать,1а
3489,лзать,1а
3490,аться,1а
3491,овать,2а
3492,ывать,1а
3493,лнять,1а
3494,яться,1а
3495,аться,1а
3496,овать,2а
3497,инать,1а
3498,отеть,1а
3499,евать,2а
3500,аться,2а
3501,евать,1а
3502,овать,2а
3503,ывать,1а
3504,преть,1а
3505,имать,1а
3506,ичать,1а
3507,шлять,1а
3508,ивать,1а
3509,аться,1а
3510,ивать,1а
3511,аться,1а
3512,скать,1а
3513,ивать,1а
3514,ягать,1а
3515,аться,1а
3516,ядать,1а
3517,ятать,6а
3518,угать,1а
3519,аться,1а
3520,ивать,1а
3521,аться,1а
3522,скать,1а
3523,аться,1а
3524,утать,1а
3525,ывать,1а
3526,ухать,1а
3527,ивать,1а
3528,аться,1а
3529,пхать,1а
3530,ивать,1а
3531,аться,1а
3532,аться,1а
3533,аться,2а
3534,стать,1а
3535,езать,1а
3536,езать,6а
3537,екать,1а
3538,аться,1а
3539,овать,2а
3540,ожать,1а
3541,убать,1а
3542,аться,1а
3543,ивать,1а
3544,аться,1а
3545,ушать,1а
3546,аться,1а
3547,ывать,1а
3548,ывать,1а
3549,аться,1а
3550,ажать,1а
3551,аться,1а
3552,ивать,1а
3553,ивать,1а
3554,ивать,1а
3555,ивать,1а
3556,ивать,1а
3557,ирать,1а
3558,евать,2а
3559,ывать,1а
3560,екать,1а
3561,елять,1а
3562,овать,2а
3563,ичать,1а
3564,ивать,1а
3565,ивать,1а
3566,аться,1а
3567,ивать,1а
3568,яться,1а
3569,аться,1а
3570,аться,1а
3571,ичать,1а
3572,имать,1а
3573,ирать,1а
3574,овать,2а
3575,ывать,1а
3576,ывать,1а
3577,аться,1а
3578,одеть,1а
3579,овать,2а
3580,ывать,1а
3581,инять,1а
3582,овать,2а
3583,аться,2а
3584,ывать,1а
3585,аться,1а
3586,ичать,1а
3587,аться,1а
3588,егать,1а
3589,ирать,1а
3590,аться,1а
3591,аться,2а
3592,ащать,1а
3593,елять,1а
3594,яться,1а
3595,игать,1а
3596,япать,1а
3597,аться,1а
3598,ывать,1а
3599,укать,1а
3600,ивать,1а
3601,упать,1а
3602,ичать,1а
3603,ивать,1а
3604,ичать,1а
3605,аться,1а
3606,итать,1а
3607,аться,1а
3608,аться,1а
3609,ибать,1а
3610,ылать,1а
3611,ыпать,1а
3612,аться,1а
3613,ыхать,1а
3614,ивать,1а
3615,ивать,1а
3616,ивать,1а
3617,аться,1а
3618,скать,1а
3619,аться,1а
3620,ивать,1а
3621,ивать,1а
3622,овать,2а
3623,аться,2а
